11500 2
383.5806 89.6493 01
578.8219 94.7612 02
468.9139 346.2211 03
427.7375 383.4479 03
347.0035 65.1484 01
372.8391 540.7879 03
393.1799 105.0242 01
282.9008 533.3799 03
354.4205 300.7798 03
504.6282 277.2003 03
395.3557 228.1429 03
203.0965 323.5652 03
549.9575 407.4737 03
363.5408 96.8544 01
498.6578 328.8144 03
158.6003 402.8274 03
298.6909 372.7787 03
265.6899 502.7894 03
360.2366 293.8442 03
236.1194 118.1472 01
395.0173 89.1342 01
254.2073 273.9582 03
333.7643 216.5609 03
352.9277 126.2973 01
568.6620 480.4962 03
523.3742 372.3484 03
372.3447 125.0680 01
643.5214 82.9447 02
295.8494 371.1357 03
673.9069 493.6284 05
244.4236 297.6957 03
452.1703 416.4718 03
608.7716 96.6980 02
344.5897 598.4454 03
500.0849 428.5535 03
211.1322 492.8652 03
288.1421 503.2591 03
258.1029 519.2146 03
554.1630 422.2963 03
257.9326 566.9896 03
570.3326 437.3849 03
394.7659 486.0541 03
293.0819 396.0351 03
518.3087 123.5946 02
548.6175 77.8780 02
182.6814 307.5133 03
478.8822 573.5936 03
267.2761 490.7440 03
394.8090 79.0208 01
269.6842 499.6947 03
431.7340 420.0010 03
609.8558 110.5057 02
715.6938 505.0600 05
492.8363 378.3949 03
517.8727 306.4221 03
488.6831 327.3134 03
615.7208 130.5332 02
239.0732 385.2315 03
233.7344 484.0525 03
284.2611 562.6269 03
525.0704 415.2509 03
725.1465 504.2942 05
388.8199 465.8249 03
317.1922 599.2687 03
662.6988 341.0931 04
375.0473 333.0292 03
676.6719 115.2647 02
706.6194 120.8994 02
404.5529 100.0018 01
545.3045 453.8584 03
185.3688 80.7124 01
545.5987 440.3086 03
505.1796 445.2550 03
311.9392 541.2566 03
348.4883 446.7101 03
372.3977 87.8469 01
343.9999 447.0928 03
413.8922 351.1980 03
697.0719 115.8285 02
313.1105 299.4319 03
221.0606 440.1914 03
394.8036 246.0176 03
727.4950 379.2193 04
723.1697 306.4142 04
197.7532 478.2660 03
269.5699 486.9278 03
586.8459 80.0441 02
702.0448 311.5202 04
553.2604 384.7048 03
433.2849 317.2896 03
367.3714 280.6806 03
267.7814 390.6315 03
272.8544 316.0778 03
735.5284 107.7438 02
530.8289 505.3557 03
169.8582 503.6169 03
160.2945 473.6226 03
350.5174 101.2922 01
415.0472 430.5451 03
738.0006 360.0296 04
401.9727 320.4644 03
533.3836 462.8017 03
598.2910 134.7726 02
706.7678 109.9570 02
164.8641 109.4117 01
357.5397 382.5404 03
580.2532 416.7223 03
507.8839 297.4938 03
401.1335 551.4461 03
415.4840 302.8558 03
524.9353 91.9838 02
517.4025 418.8289 03
207.3952 348.7292 03
415.5551 567.6817 03
430.7817 525.6541 03
202.4687 434.6318 03
291.1546 104.7265 01
635.5388 128.5185 02
678.4533 311.9396 04
308.4884 375.3157 03
273.0098 104.8932 01
505.5980 390.5119 03
144.9365 456.6934 03
207.7033 354.2771 03
413.6892 392.5853 03
326.3686 366.6778 03
383.1156 315.9944 03
615.3570 106.3868 02
455.3887 460.0916 03
424.6358 313.2824 03
198.4019 523.4058 03
475.5848 438.5445 03
711.3194 350.0683 04
671.8479 330.6424 04
418.8207 471.7798 03
314.0932 592.8695 03
383.7123 603.2505 03
506.4462 335.0688 03
387.6565 605.1546 03
542.6154 83.8275 02
344.3531 377.6249 03
409.1652 383.0286 03
308.1876 558.2426 03
578.8104 387.9436 03
290.3803 404.9400 03
428.6494 492.7646 03
473.5184 542.1735 03
182.4914 487.3411 03
360.6371 535.5901 03
380.0942 465.6218 03
270.6388 246.5206 03
459.9097 403.5033 03
286.3439 112.2440 01
303.8550 428.2917 03
722.9534 459.9595 05
507.0460 95.2388 02
194.8148 317.5547 03
301.7019 127.4406 01
428.5603 464.6984 03
623.5417 77.0341 02
211.6348 107.2448 01
683.9682 118.1580 02
162.2000 332.7613 03
553.2969 317.1170 03
271.7133 141.4458 01
232.9582 449.2409 03
546.5366 358.7805 03
218.3611 270.3920 03
690.9134 365.3189 04
200.3475 376.0223 03
336.7036 328.4389 03
362.4929 309.3329 03
373.0133 221.0267 03
478.0189 121.8831 02
298.4624 397.4340 03
703.4623 106.0335 02
408.0833 113.7716 01
624.8631 80.1847 02
520.8384 534.9262 03
235.9885 281.1321 03
508.0251 504.1171 03
464.7725 392.7147 03
386.9232 281.0921 03
464.4983 537.6431 03
677.9212 370.6738 04
278.7227 357.3233 03
487.8501 434.9027 03
209.4080 307.1642 03
501.9463 384.0567 03
531.7282 418.4834 03
547.7455 476.2614 03
746.3952 460.9745 05
333.9066 597.5272 03
205.0267 494.4387 03
576.9233 462.6820 03
743.9312 505.6621 05
207.3559 114.0421 01
287.6601 78.5569 01
326.7094 436.3798 03
380.1955 528.3912 03
467.6041 374.8771 03
269.7664 293.2947 03
699.2033 537.6535 05
187.8022 423.7201 03
368.9959 603.8311 03
518.0509 71.0260 02
337.1212 112.0461 01
546.8260 419.1959 03
362.8676 425.9098 03
227.4442 386.3125 03
470.9231 349.0832 03
350.9630 524.7880 03
312.8116 560.5611 03
213.2006 293.5109 03
446.4775 244.3960 03
424.8227 488.4878 03
304.1461 594.5598 03
312.2000 383.1483 03
363.8221 543.9412 03
207.9406 433.8136 03
685.2693 365.4728 04
410.3757 604.4978 03
327.9879 388.9151 03
576.7649 376.7228 03
505.1862 263.6766 03
186.8013 361.8883 03
497.2756 506.3593 03
495.9805 364.9690 03
353.1606 339.0527 03
524.1192 334.6191 03
241.3125 401.1343 03
562.4110 375.1666 03
209.5915 264.5935 03
764.2352 353.7244 04
295.3323 83.8585 01
273.4585 143.6848 01
281.9949 243.1510 03
722.1915 296.7237 04
438.4617 228.2148 03
258.6508 345.2157 03
434.6704 264.5948 03
306.3003 240.8849 03
662.1347 116.2205 02
200.9083 85.0333 01
269.8527 352.0051 03
462.1633 293.4699 03
452.5813 499.7466 03
214.8779 533.2258 03
266.6484 132.3229 01
425.7250 443.7493 03
561.2523 84.9392 02
529.1689 293.1319 03
197.4541 426.3160 03
428.0480 255.8856 03
426.6535 486.4050 03
316.1128 472.0392 03
374.2283 89.5111 01
207.5267 123.2950 01
712.7399 103.3462 02
471.1377 295.1903 03
372.3030 399.9380 03
416.9606 480.9447 03
191.5960 452.6826 03
295.1249 71.7679 01
535.0073 65.9209 02
481.6142 406.2642 03
195.8140 314.1867 03
237.7042 327.4180 03
525.2031 79.2329 02
481.7990 463.1706 03
419.7591 495.1941 03
340.3743 315.2256 03
368.7679 381.8009 03
441.7942 576.9065 03
173.6245 499.7886 03
343.7433 591.4741 03
172.1450 425.2457 03
463.5496 401.6131 03
184.6621 474.2188 03
413.8554 479.7950 03
760.4976 477.1805 05
513.1052 430.9526 03
367.3582 241.0951 03
275.8470 239.1696 03
257.4154 581.6303 03
500.0191 269.6088 03
470.8903 109.8468 02
304.1039 81.9414 01
339.9832 289.1156 03
374.0501 96.5691 01
397.9745 304.4114 03
397.5271 359.1337 03
645.9955 127.2998 02
455.6044 302.3520 03
604.8251 106.3798 02
354.2751 550.9887 03
376.3272 286.2355 03
133.2037 392.1977 03
205.1440 498.1204 03
449.9020 545.6857 03
669.2526 83.4044 02
453.0317 326.1717 03
234.6716 74.9298 01
282.7663 551.2309 03
444.5500 516.6225 03
415.9266 503.7455 03
322.2800 249.8435 03
320.1064 126.6187 01
161.9809 487.3587 03
502.5262 347.1399 03
363.7138 277.4061 03
571.6781 79.6746 02
455.1430 552.7198 03
292.7360 541.7048 03
182.4265 356.3927 03
482.7710 367.2486 03
310.6912 344.6832 03
382.3305 402.7132 03
546.1148 483.0578 03
480.1153 458.6658 03
213.7245 90.6971 01
638.8349 87.5867 02
240.0956 394.5019 03
187.5827 432.2540 03
468.2491 403.7919 03
274.0545 306.1807 03
330.9392 486.9745 03
371.9291 550.1251 03
404.6526 217.4272 03
197.1028 386.4455 03
477.5662 377.3289 03
379.2671 457.9276 03
732.0191 489.4329 05
292.9350 588.5638 03
536.6498 313.5984 03
203.1078 415.3317 03
450.1543 237.4143 03
293.6834 258.0640 03
567.1703 337.5475 03
336.5326 323.4560 03
303.8870 118.4340 01
374.1569 358.5655 03
176.9372 373.5897 03
506.0264 419.6512 03
139.7738 376.6358 03
565.1986 90.0611 02
720.1354 533.5046 05
253.7492 525.1240 03
488.0445 327.5823 03
246.2587 87.3063 01
220.2227 132.3183 01
722.6796 113.3550 02
367.5946 536.4278 03
433.8348 228.7297 03
204.9808 312.4064 03
299.2877 426.1632 03
182.8687 313.0600 03
482.9520 404.1394 03
352.7354 591.5158 03
395.0844 115.1456 01
324.7590 336.1462 03
391.4934 249.3827 03
438.4414 379.7691 03
180.6154 385.6205 03
453.5602 562.7889 03
284.5872 595.4480 03
523.9791 326.9062 03
315.5385 94.6041 01
477.9241 532.5691 03
329.3235 469.2756 03
497.3913 432.8159 03
327.6053 83.9576 01
296.8394 285.0842 03
407.0070 396.9161 03
230.4521 325.0948 03
476.4087 423.4401 03
369.9659 102.2034 01
449.7072 316.1645 03
278.9886 559.8247 03
294.8885 355.2042 03
527.6042 294.4953 03
686.9455 473.9867 05
357.8533 82.2794 01
661.9782 96.0977 02
752.3269 503.6704 05
242.0616 371.6344 03
580.4055 396.2321 03
475.6927 384.4487 03
325.8092 343.8513 03
168.3402 450.0170 03
322.7728 488.3336 03
483.4938 359.2270 03
507.8474 505.9375 03
390.2143 303.2575 03
260.3847 451.2786 03
386.0338 125.8618 01
494.6628 400.9745 03
694.2297 326.2303 04
410.1608 377.4721 03
485.0384 410.8859 03
739.0433 536.2659 05
238.0123 266.8489 03
488.0280 480.4979 03
247.7485 244.3470 03
596.9070 64.9199 02
376.7991 135.8294 01
335.0035 473.5058 03
391.7124 281.6087 03
290.1570 568.5317 03
535.3859 343.9666 03
468.5158 437.7712 03
507.6054 269.3275 03
226.2601 470.3113 03
490.8197 256.8994 03
230.6450 574.1575 03
297.4036 337.8436 03
304.2262 72.6032 01
279.7194 242.7183 03
403.5940 586.2400 03
410.3682 527.0936 03
336.7865 254.5241 03
398.5130 114.8672 01
415.7250 307.6318 03
218.6799 349.6444 03
279.1098 557.8835 03
314.9039 132.1821 01
329.6896 500.5990 03
530.9169 137.4276 02
733.9426 369.0651 04
365.1719 112.8937 01
527.0354 549.8714 03
291.3134 355.1915 03
187.7378 403.4341 03
767.7076 486.3127 05
406.3691 498.9647 03
275.3215 465.1081 03
506.9020 531.9856 03
409.4471 122.2679 01
564.8641 137.6179 02
565.3923 114.4466 02
741.8420 330.9024 04
162.6969 436.1053 03
173.7090 374.0743 03
264.3938 464.0118 03
384.5826 339.1199 03
259.3324 267.2301 03
614.0791 105.1483 02
269.2145 119.2403 01
399.5578 339.1191 03
270.1393 564.4339 03
346.2506 234.4933 03
540.1921 384.9603 03
340.7193 578.0574 03
167.6296 517.8777 03
573.4381 476.7261 03
419.2426 447.0956 03
248.9523 398.1766 03
598.4615 127.2238 02
683.4643 463.8670 05
383.5709 566.1506 03
490.7378 324.8061 03
169.8566 361.9407 03
290.3394 115.6707 01
546.5267 316.1811 03
672.1100 69.5817 02
239.9441 439.6694 03
332.1310 141.9881 01
343.9961 581.9181 03
310.1386 232.1672 03
218.1106 105.2032 01
170.7678 418.8570 03
407.3882 324.3163 03
252.2582 389.2434 03
292.5591 130.1057 01
567.9275 471.8764 03
413.9986 293.8745 03
273.2513 63.1915 01
255.7410 116.8006 01
487.3416 334.5568 03
290.7540 262.5376 03
389.3935 316.9933 03
343.9363 512.2742 03
241.9274 391.6373 03
307.4440 440.1214 03
271.9850 137.4142 01
668.0737 121.9674 02
418.1129 316.7314 03
415.9034 567.6493 03
371.1690 576.7713 03
304.2159 573.3476 03
182.1305 347.9274 03
533.5477 361.0813 03
475.9574 243.3591 03
250.5398 250.7363 03
729.2197 450.5935 05
313.9628 567.7951 03
259.9525 398.1141 03
338.7626 310.3294 03
755.5377 464.9885 05
202.3712 369.6864 03
595.2690 127.7144 02
760.6931 342.9808 04
544.7814 533.4451 03
488.6247 524.7720 03
424.3208 383.8319 03
323.7845 474.5871 03
494.0476 485.5764 03
479.3894 525.4613 03
548.0851 353.9574 03
701.4863 111.9806 02
371.9814 78.9981 01
452.1343 391.6354 03
225.5167 71.0870 01
387.3109 426.2446 03
316.6781 373.8784 03
538.7874 321.7672 03
684.4503 120.6178 02
332.3090 137.2001 01
753.0880 358.4609 04
290.1532 111.3672 01
283.6324 470.8673 03
529.6320 486.8670 03
356.5818 509.1086 03
350.9373 107.4042 01
324.7856 391.6569 03
349.9977 262.3559 03
390.1436 85.9929 01
435.6297 438.0750 03
403.8775 77.5746 01
493.5494 526.1373 03
314.5062 325.4837 03
516.9890 408.2313 03
721.9468 516.1577 05
464.3475 527.0259 03
731.4875 516.8250 05
689.6315 111.8695 02
486.3782 368.1302 03
563.1150 398.7015 03
330.4983 349.7011 03
677.4432 496.1989 05
685.9613 457.6877 05
160.4373 324.0425 03
237.5600 251.3045 03
303.0067 394.5018 03
461.9629 384.8513 03
533.1382 348.0985 03
738.7052 366.4393 04
520.8325 453.4570 03
342.0523 517.6361 03
338.1444 553.4428 03
498.5272 313.4768 03
344.7848 133.4071 01
406.8528 306.2264 03
187.2921 532.6557 03
190.0885 503.6711 03
259.6197 480.0431 03
575.8201 62.7319 02
444.8655 495.4463 03
155.9718 499.8836 03
294.7373 553.8160 03
670.2000 111.3325 02
582.9963 413.5302 03
166.1521 103.6676 01
347.7402 365.3745 03
377.9805 339.2207 03
579.2440 474.3690 03
432.9150 292.2244 03
323.3074 85.3650 01
729.4294 345.9962 04
372.6736 487.7902 03
329.8795 338.5050 03
291.6083 569.1223 03
632.6137 129.2698 02
368.4088 585.8396 03
242.0310 336.1926 03
450.3723 380.6029 03
495.9369 536.2157 03
297.5952 111.9338 01
204.2254 508.5457 03
451.8797 319.6699 03
389.6444 132.6864 01
338.2552 412.9813 03
657.4626 113.6879 02
238.7413 315.7369 03
350.3424 514.0076 03
469.0111 546.8743 03
312.2316 470.6837 03
303.1060 125.8770 01
507.8896 331.2311 03
416.1622 110.8450 01
692.7395 307.1638 04
666.6874 504.0980 05
317.8914 584.6494 03
339.1000 91.0894 01
469.0266 346.9491 03
544.7870 463.2203 03
454.2220 515.8370 03
376.1882 131.0499 01
605.5186 99.5459 02
667.5396 69.8771 02
332.5761 334.1546 03
507.8216 520.0419 03
323.5817 531.9846 03
466.7480 273.6410 03
336.4581 75.8717 01
693.4533 504.9412 05
527.8028 374.0243 03
356.5951 425.8502 03
191.6461 91.2253 01
754.1898 500.7286 05
291.0399 234.4089 03
735.2805 361.9280 04
458.4267 253.6805 03
642.6576 81.1630 02
246.2803 280.1039 03
231.2552 472.9900 03
366.0166 577.2115 03
282.5278 599.3377 03
394.4471 368.6619 03
744.2731 491.9420 05
301.8572 393.8326 03
265.5856 72.9555 01
207.4031 302.3032 03
238.8466 253.5720 03
457.2952 377.7278 03
335.9703 103.9521 01
173.6553 507.8432 03
498.8791 366.2919 03
278.0472 405.4759 03
337.4620 336.8820 03
370.8863 601.7116 03
433.4800 230.3714 03
313.9698 475.3664 03
363.3962 318.9222 03
165.2670 354.6452 03
334.3737 369.1305 03
508.2609 313.6220 03
153.6455 397.1772 03
361.1253 293.8326 03
720.9368 121.0204 02
342.5506 489.6920 03
687.4022 128.3466 02
144.5395 413.8647 03
169.5950 322.9342 03
426.2032 577.4050 03
369.9667 138.8849 01
277.9319 530.9798 03
397.7536 586.9791 03
350.2144 303.1894 03
330.7881 429.5218 03
415.1701 491.9333 03
389.4988 568.6625 03
461.9307 259.7374 03
464.0345 525.7750 03
180.6769 103.6740 01
633.1039 80.4773 02
177.4851 113.4310 01
684.6542 329.9073 04
243.4017 378.7000 03
247.7936 397.1597 03
186.4640 347.8381 03
542.0847 295.9343 03
391.9053 542.7566 03
224.9008 123.0952 01
358.0264 279.1712 03
549.3463 300.4736 03
377.9582 87.5490 01
358.6081 442.5921 03
578.3704 434.1097 03
187.6571 298.5184 03
459.5826 475.7112 03
229.0844 335.0280 03
583.0376 103.7988 02
211.5787 538.2239 03
274.4999 558.4780 03
707.2480 120.9190 02
501.6094 503.8530 03
421.6186 287.6065 03
300.8403 479.0559 03
545.2023 139.8181 02
524.0959 275.1388 03
674.9026 468.7944 05
220.6718 564.1312 03
157.2603 462.5340 03
381.5633 432.1834 03
764.9741 495.7498 05
430.2093 296.0536 03
250.3666 340.4622 03
530.2970 122.3837 02
473.5564 258.2220 03
185.7708 468.0314 03
749.5309 508.5461 05
246.3096 121.4876 01
138.4264 373.9621 03
532.0162 348.2454 03
276.8535 123.5226 01
587.6268 104.0183 02
347.4454 138.6312 01
515.4168 543.5390 03
714.6746 111.9694 02
709.8689 492.5904 05
333.6735 238.5419 03
265.1886 308.9819 03
461.2657 548.1233 03
509.0033 313.3377 03
392.1800 481.7417 03
277.3856 96.7162 01
235.3412 527.6692 03
316.5483 569.7441 03
247.0357 248.5009 03
316.4505 268.3252 03
342.0658 142.2092 01
325.6269 247.8425 03
290.7140 116.0608 01
563.0393 324.9361 03
259.9336 256.7869 03
409.1400 486.7258 03
523.1552 323.9356 03
551.3472 77.0091 02
403.1690 239.8708 03
504.3003 268.0278 03
695.6509 536.2508 05
706.0810 351.4333 04
552.4159 518.7913 03
375.7067 261.3326 03
257.8560 457.9314 03
477.4971 468.2249 03
389.9989 415.8480 03
417.1727 340.2619 03
536.3004 410.5830 03
447.3443 521.0080 03
706.6684 82.4757 02
669.2155 324.4051 04
249.5860 360.1251 03
213.0645 327.4646 03
354.6184 71.5141 01
404.9982 404.6739 03
753.8642 513.6931 05
430.3491 223.6171 03
335.1399 353.5131 03
363.4118 362.2453 03
551.2536 470.3141 03
434.7031 586.6581 03
744.5012 324.6411 04
698.2592 350.8485 04
340.5443 547.6956 03
698.5267 524.7596 05
204.1796 483.6177 03
513.1818 514.1503 03
508.8728 119.0241 02
682.0444 482.8729 05
257.9322 404.9092 03
208.4762 300.7408 03
427.4616 466.8463 03
441.8371 445.9240 03
313.8171 465.7170 03
301.2151 111.1522 01
536.9777 478.3069 03
557.6220 431.4131 03
412.2913 289.1717 03
233.9074 525.3949 03
334.9013 458.8974 03
346.6160 91.0924 01
265.9864 131.5261 01
759.8623 356.5519 04
265.0696 501.4949 03
316.7550 430.4607 03
665.4300 499.1361 05
704.4974 96.0158 02
711.0618 502.4327 05
555.9472 317.9647 03
459.2894 335.4009 03
297.5886 445.0454 03
250.0176 465.3563 03
228.2106 373.4654 03
508.3037 290.9071 03
457.5395 502.6881 03
347.8984 330.4991 03
192.2959 386.8742 03
292.0055 548.3621 03
236.1740 563.7117 03
460.2329 418.3422 03
324.4124 364.7752 03
150.7140 390.7599 03
149.6166 337.1781 03
675.7855 335.2138 04
336.7229 133.5263 01
322.4494 462.5913 03
254.2323 350.8844 03
751.1237 325.0291 04
320.6450 516.7802 03
426.3166 358.3734 03
707.8984 312.1184 04
514.1845 461.7516 03
245.9242 378.2374 03
531.3289 422.8806 03
400.8506 270.8517 03
584.6106 116.8692 02
336.7541 123.7232 01
356.1491 529.7260 03
500.5403 458.1045 03
521.6418 537.3078 03
403.4326 555.7325 03
388.0126 584.6843 03
563.9664 385.6610 03
705.1526 79.8755 02
259.9733 141.0153 01
311.0472 333.7018 03
274.1749 415.0905 03
459.8689 358.7471 03
316.5116 477.7153 03
542.3122 415.3411 03
288.1143 535.4847 03
318.3306 434.1225 03
565.6857 428.7041 03
493.2587 466.3449 03
725.1705 371.3314 04
363.5269 549.7273 03
503.3923 544.0705 03
275.1184 488.6796 03
208.8102 122.0537 01
355.6882 216.1229 03
276.4839 487.2592 03
364.4752 371.2997 03
472.5013 559.9186 03
185.8604 500.0645 03
534.7099 360.5516 03
749.9774 315.6693 04
660.4125 107.8969 02
205.8183 383.2553 03
602.2023 141.2286 02
731.7494 357.8648 04
441.6926 421.7199 03
477.6893 448.1371 03
161.6769 407.9579 03
276.0346 410.4088 03
533.9388 429.0170 03
455.4675 378.8952 03
152.4669 454.9875 03
522.3157 540.4753 03
467.4871 551.9400 03
673.6142 516.1060 05
143.1530 375.4619 03
520.2253 500.4592 03
390.0022 481.0577 03
470.3445 368.1613 03
203.2184 358.0677 03
187.4063 466.2903 03
373.5153 328.6529 03
165.9195 363.8465 03
196.6962 336.9003 03
465.4470 526.4402 03
300.6431 261.1906 03
456.1586 402.7639 03
326.8511 259.4997 03
335.4144 594.8760 03
173.4445 420.6991 03
462.7645 339.9526 03
312.4893 364.0786 03
301.2277 377.7064 03
615.4468 117.9122 02
182.8825 349.1818 03
366.3839 461.9068 03
380.1585 540.0834 03
454.0037 401.0876 03
669.7020 128.8682 02
392.8318 483.8086 03
598.5082 122.3393 02
443.5823 576.4106 03
399.1101 521.5492 03
175.3927 369.2634 03
314.8375 224.5885 03
