11500 2
435.5448 265.7359 08
491.5491 356.6676 08
460.1261 360.6521 03
772.4039 299.7276 05
553.2339 298.6587 09
427.3637 381.8967 08
668.9313 298.0516 09
486.0393 372.7693 08
601.4608 354.1231 04
334.3447 337.0743 07
430.1080 258.2616 08
618.6363 260.8315 09
571.7447 313.0930 09
330.7721 300.9551 07
136.6526 338.9815 01
74.7342 301.3270 06
262.5870 353.4863 02
457.5418 359.5816 03
239.2569 379.2123 07
348.2906 328.2979 07
796.2199 337.5811 05
435.0410 384.7163 08
343.0488 350.3721 07
285.0265 386.3115 07
299.9625 282.3429 07
440.5238 308.3871 03
803.7511 256.5611 010
500.7141 336.6727 08
668.8802 349.0656 09
414.2817 318.7472 03
772.5704 270.1069 010
132.3317 264.5507 06
54.9927 297.1458 06
270.5989 299.6470 02
772.3251 317.1651 05
594.1376 343.1261 04
776.1371 354.4882 05
732.4704 299.3173 010
334.1457 341.0743 07
449.6190 279.0013 08
465.7183 339.1842 03
153.1715 279.4860 06
486.1060 282.4123 08
685.4261 348.3172 09
136.1862 333.1174 01
719.4563 310.3786 010
388.0766 348.9914 08
138.2225 269.2108 06
403.1905 325.6757 08
571.5394 377.7631 09
483.2462 281.1678 08
251.2277 363.8588 07
815.8042 316.6539 05
566.6254 312.5303 09
815.8522 307.2778 05
479.0576 342.4301 03
850.2561 295.1119 010
77.6471 382.5064 06
227.4887 281.6694 07
251.4012 332.2019 02
765.9114 305.2632 05
757.9466 372.7568 010
103.3052 260.0519 06
475.1201 274.1229 08
645.5645 279.7002 09
405.6180 298.8971 08
781.7681 294.8441 05
795.2190 373.1176 010
171.6073 286.8491 06
557.9181 293.7046 09
744.9805 357.6700 010
92.2385 325.4613 01
127.6212 370.9182 06
330.9101 285.9660 07
767.8669 295.0880 05
771.8568 275.5372 010
236.4546 271.1476 07
496.3623 337.6883 08
306.2184 325.8018 02
176.2304 359.1118 06
665.9086 347.9739 09
649.7596 266.2874 09
131.9681 268.4486 06
395.3306 364.7428 08
774.0716 301.8676 05
841.5661 363.9070 010
87.9064 306.3814 01
392.1456 334.0712 08
784.9489 260.9553 010
825.1164 378.4862 010
118.5568 301.0607 01
339.2155 287.8183 07
585.6324 309.2642 04
609.0811 336.0599 04
801.4584 386.6731 010
573.0068 308.5388 09
267.4668 324.9325 02
285.7313 346.3641 02
670.6643 294.1996 09
278.1598 263.9397 07
807.8631 332.6667 05
72.9691 274.5085 06
255.1073 277.4507 07
163.2363 362.5503 06
646.6391 314.5154 04
652.0438 291.1070 09
224.1390 350.1802 07
248.8384 270.0427 07
627.5761 373.5836 09
683.0553 313.1500 09
65.8741 350.3142 06
630.0107 345.7939 04
53.9617 343.7055 06
611.0299 372.3964 09
729.9438 285.4202 010
106.5957 291.0955 01
851.8599 353.3339 010
431.5847 256.4927 08
554.5205 341.2421 09
845.0033 287.9326 010
614.4712 300.5762 04
112.1053 254.0148 06
249.3485 279.4856 07
681.9005 304.2312 09
846.4598 358.5741 010
636.8362 328.8390 04
451.2610 277.5454 08
446.5416 383.7527 08
432.6887 282.7262 08
294.9673 304.5366 02
145.6363 316.7261 01
104.0437 360.5509 01
292.7133 375.3053 07
386.6748 334.8206 08
181.0405 330.9215 06
675.5764 345.7142 09
485.5631 288.2208 08
838.1184 279.4880 010
681.4246 331.6466 09
311.6132 327.4124 02
630.0342 355.9011 04
406.6513 361.5810 08
728.8247 355.1974 010
792.6983 386.2953 010
261.0831 274.5420 07
582.4112 375.4778 09
646.7471 310.7812 04
768.1434 379.9515 010
763.0440 327.7431 05
809.7551 299.2254 05
811.3910 329.6292 05
615.3975 311.8457 04
438.4112 335.7579 03
249.3868 387.7907 07
768.8300 349.4017 05
259.2318 376.7809 07
598.4220 331.8874 04
406.1940 341.4119 08
462.3532 273.3617 08
267.6345 346.8228 02
644.3577 340.8290 04
112.4938 265.4518 06
550.5893 336.5426 09
121.5002 389.7494 06
174.5443 292.1409 06
447.6637 256.9430 08
70.2731 306.2900 06
791.5064 394.4215 010
48.3471 334.3333 06
578.5515 359.8241 09
686.7192 342.9430 09
301.5832 319.9520 02
783.9205 380.7089 010
584.1931 370.6936 09
327.5921 365.6380 07
561.2591 326.7859 09
416.6719 314.2025 03
648.3909 281.3405 09
471.3499 304.7761 03
176.7380 319.0894 06
640.5481 327.7101 04
404.5521 306.7082 08
233.8855 343.1647 07
837.4630 366.7731 010
271.7829 349.9279 02
98.2939 377.8057 06
334.5631 370.2090 07
63.1296 331.3034 06
53.6360 329.4289 06
445.8162 253.7325 08
778.2788 373.4466 010
464.7791 263.6904 08
811.4898 263.9283 010
146.4196 317.9193 01
790.4950 375.5446 010
304.6582 348.1363 02
57.1364 362.1617 06
498.6952 289.6803 08
224.5797 342.6121 07
595.2955 257.1487 09
764.1342 272.9500 010
234.1328 360.6509 07
488.3187 295.2483 08
96.1142 391.2845 06
280.8448 257.7764 07
340.8298 366.8962 07
218.1506 319.1810 07
643.5119 305.6629 04
791.6234 341.6087 05
464.5001 271.1933 08
402.5976 364.4606 08
237.9312 336.0048 07
737.3246 277.1120 010
452.3459 392.2947 08
497.2006 357.5497 08
569.4951 287.7155 09
725.8759 357.4305 010
502.9180 338.2951 08
138.3489 313.4577 01
598.1749 379.0185 09
479.5206 283.9737 08
601.1815 338.1516 04
65.1878 355.9144 06
467.2638 296.0670 03
316.1086 337.2929 02
766.0461 283.7809 010
854.8017 328.0445 010
336.9130 317.1894 07
84.8395 334.0061 01
440.0484 352.3018 03
335.1688 357.7954 07
183.4748 343.6335 06
302.4943 277.1312 07
303.7816 371.9333 07
553.8735 304.0912 09
464.4869 271.8607 08
296.5161 332.5043 02
589.6637 333.2507 04
448.8325 297.5279 03
449.0314 308.7572 03
393.2386 353.2990 08
602.9633 380.0696 09
753.4893 262.8517 010
51.7755 358.2336 06
775.3860 291.8929 05
92.2188 305.5634 01
628.1329 296.7554 04
482.2863 375.9050 08
461.1163 338.1726 03
496.4236 296.4459 08
45.9342 307.6528 06
156.2392 289.6590 06
104.8885 300.4507 01
478.1787 388.3478 08
453.6766 382.0375 08
453.0589 265.0702 08
450.9628 306.6448 03
752.9535 383.1663 010
311.7776 337.2502 02
393.1465 321.7135 08
440.3151 276.1125 08
622.0383 253.2965 09
170.8214 364.4096 06
715.5573 319.7528 010
507.5717 311.0189 08
125.0016 272.1332 06
433.1683 256.1311 08
460.0047 379.3036 08
347.2769 335.5359 07
460.2479 274.9541 08
828.8733 364.8617 010
620.1007 272.5333 09
515.7038 315.6659 08
625.9191 382.9347 09
130.6790 307.5298 01
220.2428 294.9721 07
835.6540 337.4035 010
99.6720 341.8542 01
171.6324 344.8721 06
58.9543 315.4398 06
393.3342 310.2691 08
82.0911 313.1425 01
80.5423 319.4753 01
671.4466 338.2303 09
482.7789 338.0550 03
335.2427 305.9953 07
467.1713 258.5935 08
798.5543 281.9184 010
161.2670 285.2911 06
306.4739 319.1419 02
288.5646 258.7527 07
404.1303 303.4688 08
435.3629 375.4021 08
742.9190 271.1969 010
172.9093 343.4684 06
602.2401 275.6127 09
430.3576 392.8022 08
310.7279 375.7056 07
327.7351 377.1887 07
655.8176 270.0343 09
66.3041 344.8607 06
235.3365 287.5158 07
250.8269 384.7742 07
666.5380 331.5186 09
69.8668 376.2486 06
181.3441 323.2834 06
393.6580 309.9041 08
603.9220 266.3497 09
283.2104 373.1959 07
298.4268 337.1487 02
812.3843 305.3940 05
303.1558 269.8158 07
753.9642 292.5254 010
307.3873 305.7307 02
428.0523 298.3035 03
839.4958 302.5117 010
782.0053 377.4097 010
678.8631 295.6309 09
463.3762 273.3802 08
404.8513 351.7480 08
482.4696 278.6212 08
783.7635 352.3456 05
473.9564 331.4846 03
212.0492 319.2908 07
292.4748 259.9531 07
659.5612 379.7399 09
137.0819 388.1654 06
450.7275 267.9170 08
503.4077 337.4366 08
285.0471 344.6286 02
63.1981 290.8452 06
109.9128 374.6643 06
265.3602 325.2272 02
83.8644 325.3950 01
328.8894 342.4067 07
469.1242 276.1400 08
825.0417 283.2589 010
176.9089 296.0224 06
740.6348 288.0496 010
397.9393 346.8739 08
753.0735 366.2232 010
752.0847 315.5037 05
124.0357 338.2575 01
51.7629 340.2046 06
418.4231 327.6251 03
85.7004 383.9021 06
840.6996 300.2745 010
322.0388 284.3439 07
649.8319 317.0427 04
412.3123 376.5324 08
427.6423 338.3871 03
92.2081 303.8078 01
443.1319 276.6328 08
386.3652 339.6595 08
551.7765 327.2558 09
571.8944 313.1533 09
812.4440 305.5943 05
117.6267 310.4453 01
221.8177 329.5760 07
313.8569 388.7798 07
345.9026 331.3943 07
466.2773 343.1254 03
644.4437 329.0206 04
450.9449 301.0979 03
135.9955 305.1349 01
629.3153 270.5585 09
775.7481 312.2976 05
416.1327 331.1970 03
769.8626 350.5228 05
89.8281 387.5732 06
432.8839 313.3839 03
331.6648 303.6668 07
561.4616 283.5255 09
479.5993 368.5074 08
254.6484 274.7904 07
629.9727 343.5200 04
655.7319 293.7776 09
177.9807 315.6469 06
591.2847 311.1013 04
636.3904 262.1687 09
440.1404 294.9563 03
239.1146 286.6360 07
846.0979 313.8332 010
440.3371 394.9797 08
684.5367 327.8954 09
255.3194 310.9927 02
92.7808 323.5079 01
423.6371 362.1654 08
771.2079 256.5647 010
444.6332 373.6801 08
759.5768 380.1779 010
220.3380 306.9796 07
229.2512 358.6762 07
115.5566 344.4547 01
407.9451 289.3014 08
155.4683 295.8258 06
95.1818 263.2682 06
847.9186 293.2618 010
238.6173 350.4813 07
595.1409 367.0679 09
456.8966 306.1786 03
221.5726 342.5188 07
258.5050 343.8124 02
254.6658 260.5687 07
743.0775 351.6354 010
632.5387 347.3463 04
488.7994 367.3954 08
345.4400 297.6598 07
495.0509 334.2229 08
92.3732 271.3213 06
517.7317 301.6344 08
506.6972 305.4744 08
481.5666 383.4476 08
460.4318 347.5616 03
657.5273 299.6830 09
799.0730 351.9146 05
281.1576 258.3146 07
494.3422 288.4212 08
311.7489 340.5547 02
420.2305 264.0373 08
801.8500 281.6652 010
639.6566 348.4737 04
845.6627 326.1489 010
323.2686 292.7037 07
265.3042 280.3610 07
760.6884 367.9462 010
811.6008 278.6489 010
416.5870 385.2131 08
71.7633 366.7348 06
103.9944 382.5399 06
574.3033 372.0465 09
312.1566 307.1693 02
70.6922 351.9904 06
766.5938 375.0427 010
783.7968 259.6814 010
834.2293 305.7982 010
167.1109 353.3322 06
329.4184 338.4812 07
801.2158 383.4595 010
330.8680 275.4860 07
823.3490 273.0310 010
578.4502 291.2029 09
837.0995 333.4198 010
459.3209 271.1759 08
763.5380 278.9053 010
117.8921 352.2780 01
315.2219 274.9792 07
153.6619 363.5052 06
318.5463 367.7502 07
132.9080 300.5265 01
481.6940 360.4150 08
505.7136 325.5153 08
659.1544 347.5954 09
174.3131 349.1210 06
631.9229 293.6404 04
601.2396 262.1135 09
128.6020 322.1960 01
140.2261 312.9804 01
184.1303 331.1553 06
844.8450 323.8775 010
569.0840 319.9162 09
603.6349 371.2020 09
221.1537 313.4911 07
823.6140 295.7363 010
124.5192 391.9804 06
454.9201 379.8363 08
570.1007 371.5978 09
578.9033 380.6209 09
605.6822 348.1774 04
404.5914 274.3697 08
665.5571 338.9647 09
472.2620 326.5459 03
457.7853 343.7911 03
512.6195 293.2813 08
237.0007 301.5727 07
423.4373 270.7266 08
743.8591 307.9357 010
446.0447 263.0702 08
512.6125 294.0068 08
460.9180 264.4676 08
612.8291 358.9956 04
415.3680 362.6743 08
337.8483 283.9342 07
155.9354 376.4702 06
773.1870 299.1776 05
392.4754 285.6130 08
49.5603 336.7190 06
633.3429 394.2937 09
608.8074 313.0198 04
102.9619 377.6720 06
114.1209 310.2658 01
125.9999 347.7665 01
95.5942 261.6783 06
394.4189 295.1654 08
638.0506 332.6116 04
792.2425 297.9822 05
334.0649 324.1290 07
338.5181 364.5025 07
293.3075 273.6964 07
837.0174 369.8826 010
88.2499 320.0779 01
637.7630 322.4611 04
643.7479 382.7904 09
616.3971 380.5917 09
840.5926 333.9526 010
232.3275 370.7147 07
99.5464 391.2438 06
481.7807 285.0698 08
98.5074 380.9937 06
841.9087 326.4582 010
156.8100 278.4816 06
800.1401 391.2609 010
132.3852 384.8112 06
625.7299 353.0422 04
744.8983 301.3254 010
334.4818 280.0808 07
338.4065 354.5691 07
672.0612 304.9604 09
785.7125 259.1711 010
64.9986 360.7613 06
755.9214 386.9533 010
476.7869 266.9648 08
625.7724 277.2400 09
629.5321 378.9705 09
268.3420 386.7665 07
457.0407 381.8756 08
507.8342 293.7049 08
493.9480 381.6846 08
560.0748 300.4712 09
561.0973 367.6203 09
847.7708 333.6594 010
675.4662 292.6854 09
268.0200 308.9443 02
166.4185 335.6538 06
674.9143 307.6989 09
718.2629 306.5411 010
603.3679 314.0173 04
292.3349 346.8246 02
60.6026 370.4781 06
83.8295 359.9132 06
512.1689 341.2018 08
495.8092 284.6432 08
263.3842 391.0966 07
812.2820 313.3633 05
229.4251 303.3903 07
413.8879 294.2875 08
66.1007 342.3697 06
580.9020 372.6010 09
651.0358 357.0322 09
824.7804 292.7133 010
130.8373 342.3986 01
176.0837 341.2370 06
797.0757 347.7172 05
229.0005 277.6268 07
784.2672 353.0491 05
137.1305 263.9658 06
314.3228 310.5106 02
228.2678 341.2247 07
800.4231 355.2931 05
68.3078 312.4987 06
590.8481 367.8796 09
435.7724 334.6626 03
514.5662 316.9721 08
134.7669 271.1344 06
341.6950 356.3772 07
246.4485 279.8317 07
496.2208 358.0299 08
830.3404 298.9710 010
64.1322 287.6940 06
591.3757 281.4018 09
762.3707 329.4035 05
323.5835 370.8766 07
583.0818 365.5088 09
644.1985 309.3226 04
843.3715 355.6207 010
414.3065 275.0027 08
506.0963 336.1299 08
288.6361 342.4423 02
426.5164 305.6470 03
820.6933 287.7927 010
510.2997 333.7162 08
773.7072 303.4797 05
521.5900 318.1835 08
459.0533 384.8279 08
628.4217 347.4784 04
608.3056 354.8013 04
564.1339 336.0628 09
410.5797 348.8621 08
570.3975 292.7816 09
482.0204 318.1977 03
106.1510 313.8933 01
182.2276 307.6315 06
493.8830 352.5933 08
123.2859 382.8480 06
817.2242 364.9672 010
404.4160 301.7353 08
336.5694 279.7831 07
778.8497 313.7763 05
268.5715 267.0799 07
841.3166 350.9650 010
395.6022 327.0908 08
609.6792 265.7593 09
515.0459 320.1167 08
280.2011 304.0045 02
780.1373 379.4020 010
57.4619 359.7204 06
162.8648 311.5463 06
336.8483 309.4500 07
400.6077 307.1457 08
469.1495 371.0176 08
604.7902 316.3283 04
831.5060 283.4348 010
215.1233 312.7534 07
288.7911 347.4785 02
403.1567 374.1363 08
624.1569 379.4247 09
125.2011 375.2761 06
491.0855 364.0974 08
466.5708 321.0342 03
461.4851 352.6336 03
759.1497 341.9092 05
121.6971 393.6743 06
649.4340 359.5142 09
59.0108 334.8313 06
439.9438 280.4232 08
616.7216 382.9660 09
401.8913 354.9431 08
315.4526 373.7925 07
286.1677 298.1276 02
811.3305 311.1510 05
309.0544 260.2462 07
315.4448 326.7304 02
328.6934 378.1853 07
299.6883 255.9215 07
842.3142 288.1907 010
487.6504 356.2367 08
720.9892 351.3450 010
292.4302 292.9020 02
147.5770 369.0141 06
599.7124 295.1900 04
623.6296 311.3267 04
740.0161 371.8028 010
289.8754 278.0855 07
272.5855 376.2023 07
167.3181 330.1580 06
242.8653 347.0418 07
737.2306 343.4410 010
486.0719 372.6316 08
78.7329 292.5964 06
423.7665 348.4859 03
645.5216 312.7072 04
167.1712 300.3910 06
571.8279 275.7492 09
103.6976 315.4302 01
56.5620 293.1792 06
441.9622 342.9110 03
618.1259 264.8114 09
352.1647 328.7858 07
68.2350 365.5628 06
782.4109 374.8652 010
605.8205 276.3648 09
734.4291 307.0225 010
180.9570 315.7223 06
748.4403 361.6269 010
114.5744 382.7240 06
792.8874 373.7454 010
757.7107 311.6385 05
747.5996 380.6012 010
645.8186 331.4364 04
670.0787 316.3865 09
306.8357 383.4163 07
513.0810 304.3289 08
638.8497 258.8567 09
755.8110 271.8205 010
260.8948 376.7952 07
435.7906 386.1209 08
612.3871 269.7497 09
159.9064 343.4059 06
106.6752 275.4303 06
322.2631 367.3864 07
260.8873 312.5935 02
245.4817 289.8388 07
651.4851 320.9927 04
241.3024 361.0767 07
669.3094 306.2283 09
776.7470 272.1756 010
793.8289 385.3104 010
244.5350 373.8656 07
675.0396 285.6635 09
111.8259 275.9849 06
76.7968 376.3130 06
515.2839 354.4330 08
257.5005 336.1434 02
86.7451 370.3365 06
615.4485 296.5641 04
761.7182 388.3651 010
813.8737 344.1614 05
426.4978 379.8286 08
489.4565 271.1889 08
852.6433 349.0344 010
93.0042 306.1044 01
142.0035 310.9656 01
293.8371 306.3486 02
390.6327 293.8273 08
422.0282 323.1369 03
646.2981 283.8933 09
258.8205 344.6995 02
137.1438 336.4426 01
289.0492 395.6389 07
102.4854 347.2756 01
493.7509 378.5144 08
598.6934 387.0056 09
668.7350 288.3286 09
174.5395 343.3561 06
502.9040 282.7591 08
252.4763 360.8275 07
482.3280 290.4849 08
819.1148 361.4819 010
798.0876 303.1878 05
254.4992 304.6399 02
748.3356 366.5730 010
336.3863 293.8849 07
66.6008 272.2256 06
115.3995 377.6615 06
651.4051 369.0669 09
480.9174 366.1110 08
433.3044 339.6309 03
569.8890 304.7188 09
310.4937 267.8174 07
437.3238 308.9851 03
742.8017 374.4515 010
591.4375 362.6586 09
136.1514 302.2567 01
427.3944 372.7538 08
285.6617 289.9907 02
400.4285 348.9291 08
213.4608 340.8300 07
737.8922 277.5151 010
803.3391 385.7189 010
459.7064 293.6246 03
475.4723 372.6061 08
600.3624 342.2339 04
646.1800 364.3725 09
395.2840 301.4243 08
627.9708 354.6151 04
731.7222 359.6042 010
291.8808 374.1592 07
441.7724 261.4706 08
578.2014 372.8866 09
70.5615 355.7605 06
441.2599 348.6993 03
141.8295 313.1447 01
672.8054 288.4555 09
430.3537 371.2217 08
166.8268 363.9446 06
264.9452 298.4718 02
740.0810 285.4993 010
779.4990 304.2785 05
594.4762 264.4768 09
223.4709 303.0096 07
56.9684 306.6981 06
503.2242 320.3814 08
576.3119 355.5270 09
754.1721 312.5591 05
684.4774 321.2515 09
335.2618 348.3837 07
345.8530 354.9842 07
476.0842 277.9952 08
238.8657 370.5316 07
783.9738 256.1829 010
558.8543 292.4841 09
856.8749 309.1944 010
632.4846 265.5508 09
743.6209 280.8659 010
169.2934 355.3893 06
214.1721 333.0600 07
182.3098 341.8103 06
432.6937 370.6521 08
161.9934 302.8564 06
745.8303 267.9759 010
562.0816 312.9978 09
441.4264 389.1413 08
737.5654 277.5304 010
126.9993 310.0341 01
168.9973 315.5508 06
234.9472 291.4824 07
776.2520 335.0145 05
577.8924 363.1867 09
764.7717 258.3140 010
232.9585 340.6372 07
90.5835 319.7723 01
86.5346 310.1359 01
598.6807 380.2831 09
790.5996 374.2018 010
238.2011 346.1315 07
331.4194 291.5176 07
400.4416 358.1980 08
503.8078 294.2202 08
403.7758 281.0656 08
352.3193 326.7544 07
280.1617 257.0403 07
606.1163 260.8840 09
132.1398 282.0999 06
586.6407 307.4170 04
663.1720 348.2265 09
133.7912 355.5017 01
620.0890 359.8077 04
272.8334 254.4570 07
134.7356 329.4527 01
447.2178 342.7705 03
807.4293 311.2962 05
497.7986 286.4832 08
562.9129 325.2551 09
642.4591 333.5143 04
613.4561 340.1186 04
758.9448 345.9662 05
753.0014 382.0151 010
279.5036 361.8525 02
91.4910 384.6473 06
404.6860 276.4805 08
509.0312 347.5230 08
516.2639 325.0186 08
79.4466 319.2725 01
603.7865 328.9874 04
803.1507 263.1024 010
229.2689 358.8316 07
480.5583 322.4280 03
497.4297 289.1721 08
400.5586 274.3220 08
764.5692 306.3962 05
298.9152 379.6514 07
300.4104 356.2061 02
612.9345 393.0692 09
675.6423 326.9930 09
236.7652 369.1909 07
734.1203 296.4855 010
271.9799 296.5518 02
482.2980 364.5351 08
252.0055 261.6525 07
409.7261 382.8740 08
610.0642 390.8269 09
253.3597 324.8919 02
324.4858 270.3101 07
730.0351 327.3636 010
643.0204 286.9554 09
807.2292 385.3668 010
423.9746 283.4457 08
138.4330 389.4379 06
794.8225 378.8874 010
214.3901 343.2968 07
221.4956 332.3161 07
569.8645 349.7250 09
417.1450 328.9663 03
57.0357 338.5912 06
687.6603 335.5758 09
57.5547 315.6260 06
777.8050 293.2611 05
227.9074 327.1798 07
267.0429 278.9631 07
647.4837 259.7191 09
820.6005 365.6835 010
108.8764 271.8642 06
575.9704 301.6278 09
131.3747 332.6032 01
277.4670 271.6943 07
325.8646 344.0561 07
384.1532 305.7089 08
496.8866 308.2069 08
635.7234 316.6780 04
404.0406 282.2587 08
486.1500 273.7796 08
515.9900 301.7958 08
67.3981 368.1901 06
465.5735 353.3682 03
645.6652 267.4099 09
237.6183 276.5354 07
485.9145 276.4088 08
474.5955 330.8272 03
56.7399 326.2619 06
461.3509 394.7033 08
656.3879 373.2903 09
111.2032 296.2104 01
220.5524 324.9712 07
476.8796 284.4151 08
812.5766 259.3269 010
796.1063 375.9793 010
602.5240 316.6235 04
132.5964 279.4904 06
843.4874 312.4678 010
835.7079 359.7836 010
497.8406 378.4662 08
564.5168 297.1827 09
156.9953 369.3642 06
836.6613 304.3295 010
492.1394 357.8944 08
90.1560 338.4617 01
600.7467 335.6910 04
510.2138 332.8249 08
649.4262 286.0915 09
619.9809 384.2136 09
50.6173 334.4675 06
344.7530 347.2255 07
757.0902 303.5839 05
442.3980 262.4615 08
127.6698 335.3185 01
183.4906 334.1394 06
259.0502 378.0794 07
99.0105 258.1712 06
423.1844 277.8102 08
242.4685 358.9716 07
136.4880 300.6818 01
465.5112 327.4995 03
75.3709 359.9710 06
730.7270 359.4823 010
220.0937 330.0411 07
404.0327 325.4555 08
828.1028 378.3126 010
807.6828 313.6137 05
806.8043 348.5673 05
274.7412 383.2123 07
777.7693 351.1064 05
265.5205 371.2539 07
312.1274 372.6605 07
217.9941 301.4405 07
131.9629 335.5453 01
329.0511 369.7081 07
478.0617 288.7335 08
220.1317 316.6206 07
769.5418 259.9429 010
816.8047 264.4667 010
437.4600 331.8328 03
449.7017 294.4095 03
563.1310 309.9050 09
431.2987 295.0840 03
839.1362 355.2013 010
634.3591 388.0103 09
632.3654 352.9317 04
591.6502 288.9077 09
105.5684 261.9342 06
333.4316 339.3153 07
429.6755 282.6318 08
641.5634 347.5860 04
311.1383 375.7346 07
667.6221 350.7635 09
844.9534 329.0943 010
81.1191 284.3882 06
137.0767 343.3948 01
766.6939 334.8495 05
490.3820 352.0279 08
736.9323 294.9665 010
638.5721 380.9846 09
303.5055 313.3977 02
548.4449 315.0158 09
657.9890 364.9042 09
110.3515 393.6755 06
648.7271 278.5920 09
124.2342 375.8296 06
316.3925 328.5508 02
481.5811 282.1149 08
162.1703 346.9719 06
446.9307 389.4548 08
