11500 2
187.4271 419.7033 04
455.0950 465.3521 04
606.1908 109.4943 01
245.5835 169.0601 02
796.6674 240.1084 01
249.5887 328.0772 04
337.8789 442.9031 01
207.9408 360.2379 04
424.3124 277.8634 01
301.8958 382.6824 04
608.8585 539.3548 01
311.4304 158.0123 02
632.8732 474.6031 01
654.4341 93.2670 01
651.8890 316.4754 03
262.6350 327.6572 04
448.6462 164.9819 01
644.4878 505.6034 01
425.0076 401.4390 04
222.6890 117.5617 02
482.7891 217.9804 01
636.6071 214.0008 03
103.1889 288.2598 04
479.9639 506.8976 01
411.7033 214.2428 01
618.2659 223.9837 03
778.5996 299.1839 01
118.8267 304.5371 04
324.0786 322.2388 04
450.6844 542.1586 01
241.8765 338.9101 04
298.9590 483.6831 01
699.7448 275.0121 03
823.5495 243.5707 01
237.8876 326.8877 04
488.6236 510.2361 01
493.4969 445.0269 04
588.5800 565.7997 01
757.2980 157.3147 01
787.6111 169.2197 01
662.7660 318.9361 03
266.1909 151.0796 02
130.4891 400.1165 04
521.5841 527.7513 01
248.0126 162.0850 02
705.9985 165.8491 01
434.9416 282.9522 01
207.7583 172.4954 02
559.1235 523.5002 01
413.2423 284.0187 01
569.6745 420.5919 01
303.4508 453.0278 01
638.2905 108.1805 01
367.9546 393.3586 04
438.8698 493.6530 01
739.8215 164.0345 01
532.2697 420.7172 01
539.5065 107.4660 01
554.4793 452.4435 01
378.1561 354.4172 04
537.6110 366.2819 01
564.3375 440.9226 01
269.2463 145.0162 02
206.8681 200.7797 02
430.5069 272.9832 01
531.7030 531.7366 01
512.0850 348.0480 01
262.9437 382.6856 04
542.0917 107.4714 01
414.2833 498.8628 01
442.0025 221.7035 01
530.1351 416.7305 01
709.9938 101.2153 01
371.9570 414.6121 04
352.2087 190.0708 02
314.8639 319.2030 04
503.4328 448.3137 04
416.5513 197.3647 01
263.4574 172.8469 02
435.3208 285.5176 01
203.8338 383.3829 04
575.8653 546.3735 01
717.5828 183.1629 01
149.6844 368.0859 04
653.6299 254.3525 03
601.4050 356.9426 03
310.8636 315.1555 04
592.0420 105.9250 01
505.3315 371.7010 01
325.9609 320.3137 04
90.0515 335.1792 04
612.8859 223.3228 03
421.5546 440.0651 04
615.0574 360.7670 03
330.9214 451.5246 01
783.6760 183.4196 01
611.3945 343.3471 03
495.2791 171.1015 01
236.4977 105.7266 02
496.6077 406.4562 01
768.7386 223.2924 01
622.7631 325.8531 03
269.5083 144.6273 02
355.6955 329.0204 04
610.9170 498.2972 01
443.4475 494.1040 01
548.5156 139.1138 01
326.1885 453.5536 01
405.3890 530.3473 01
410.3607 260.5151 01
546.8490 555.7601 01
102.9243 329.1645 04
314.6529 452.4980 01
371.2030 361.3392 04
379.4989 369.8480 04
544.1897 517.0664 01
402.0689 242.9039 01
503.5395 360.9695 01
462.0341 209.6399 01
604.2501 511.2150 01
200.8214 131.0715 02
327.5560 510.1459 01
470.6665 137.4342 01
299.5657 157.8587 02
276.0326 181.0784 02
588.5094 403.9800 01
431.6972 272.7816 01
594.5013 295.3767 03
583.9981 432.5202 01
169.3456 187.5261 02
438.8901 521.4140 01
519.2150 156.1568 01
339.9003 193.6536 02
685.5446 133.1000 01
291.3940 169.6935 02
513.2106 421.7922 01
250.4693 109.3274 02
379.2634 355.8248 04
613.1190 545.9650 01
534.6629 124.7299 01
195.8456 170.8891 02
558.6974 106.1299 01
395.8223 538.8908 01
435.4375 311.2400 01
404.5779 224.3563 01
174.3861 197.3281 02
382.3981 461.4524 01
667.5760 220.6452 03
235.0044 135.5795 02
575.3193 505.9873 01
388.8680 476.0024 01
473.3347 378.4854 01
513.2971 190.1736 01
509.1107 457.4246 04
770.9504 217.2620 01
726.7446 130.7892 01
442.0778 323.3331 01
448.7742 183.5141 01
611.6822 483.0544 01
406.9168 299.3014 01
572.2135 503.6401 01
492.5440 475.7915 04
411.5631 390.4156 04
447.3699 311.2725 01
310.2411 455.1222 01
423.0592 522.8922 01
117.5202 326.8022 04
490.1324 179.0565 01
579.9782 481.7320 01
105.3206 289.8573 04
332.4284 222.8268 02
291.3143 151.0204 02
691.6142 303.8463 03
520.8500 557.2839 01
462.4474 187.9669 01
402.9529 253.7696 01
402.1090 259.4112 01
712.7448 134.0805 01
711.7676 130.0070 01
260.8184 395.6262 04
548.1412 90.4667 01
258.6703 108.6308 02
660.3284 262.0283 03
600.3909 333.4115 03
801.2253 228.2646 01
470.9799 423.6518 04
604.4113 352.9194 03
216.7102 408.7072 04
647.2784 262.1854 03
655.3014 137.5728 01
694.3575 265.0353 03
522.9719 121.9483 01
492.8881 532.4039 01
393.2233 252.3637 01
322.0971 306.2974 04
184.3747 423.0716 04
539.4198 406.9029 01
128.1322 350.7852 04
610.0020 83.1249 01
722.6704 107.1245 01
482.2550 273.7041 01
318.2110 467.4014 01
642.6791 109.1162 01
361.6477 461.0684 01
225.5261 362.6487 04
256.0048 167.3643 02
314.6458 469.9295 01
525.9291 386.4001 01
419.5646 532.8616 01
329.8000 459.5208 01
284.6634 365.0601 04
511.6221 368.6500 01
660.3134 260.0715 03
305.2267 388.5929 04
363.9926 396.6798 04
665.0624 282.5877 03
707.1570 297.2700 03
618.5053 101.6647 01
343.3346 527.9198 01
352.7755 327.1941 04
344.7758 344.3650 04
562.0616 497.4161 01
359.0080 494.9357 01
160.4576 422.5758 04
220.0936 143.0398 02
439.8168 190.3123 01
416.0566 279.5596 01
558.1171 126.6906 01
225.3893 112.7414 02
371.4876 484.8933 01
566.5644 552.4275 01
261.2633 364.3168 04
672.8297 101.6932 01
416.0605 511.6132 01
690.0652 332.9862 03
600.6070 140.2224 01
556.3394 134.1236 01
609.1592 114.6328 01
756.6520 275.4676 01
563.7135 547.9082 01
684.4023 285.4605 03
332.1599 324.7270 04
131.3178 334.4104 04
815.3295 242.9330 01
444.3034 306.9550 01
638.6749 132.0051 01
234.1146 146.5936 02
436.1264 337.3825 01
532.2216 179.8774 01
585.3980 555.7302 01
405.2963 411.2089 04
322.0200 455.0264 01
685.9679 350.6854 03
787.8659 199.5518 01
344.6512 471.1826 01
488.2292 382.2181 01
143.6842 364.2541 04
609.9878 266.2662 03
316.0390 193.6609 02
150.5021 418.5397 04
458.7966 158.4978 01
516.3536 157.1750 01
347.2203 531.0120 01
193.3494 126.2669 02
455.6421 167.5886 01
578.1909 512.6406 01
151.5224 421.4334 04
565.2487 392.9689 01
440.4914 203.5606 01
783.5663 267.9587 01
310.5706 319.9391 04
770.9242 275.8785 01
508.5917 148.6056 01
194.1955 187.9456 02
516.0663 129.1602 01
508.9127 415.5203 01
412.1034 398.5622 04
416.4411 201.0702 01
674.5920 117.1781 01
514.9806 148.2207 01
646.5709 483.1507 01
482.6022 325.9242 01
675.3203 320.2024 03
484.6101 275.3973 01
395.7704 377.5609 04
699.6715 290.8821 03
654.4304 253.8046 03
432.7206 450.6672 04
437.2104 563.9447 01
301.6324 125.9826 02
408.8878 309.9664 01
587.0635 115.5789 01
185.5580 202.8526 02
321.4987 472.5608 01
498.0592 338.5637 01
563.6656 400.7431 01
640.0773 315.4873 03
318.4029 168.5829 02
202.2023 368.1902 04
282.4241 324.7929 04
597.5186 327.2882 03
689.3186 317.0245 03
458.0921 338.5515 01
460.7198 208.3340 01
605.0851 545.0128 01
199.9531 393.0379 04
315.7341 382.8655 04
355.6054 487.5544 01
635.3195 250.4463 03
581.3801 91.4116 01
117.3302 393.2972 04
494.1753 112.7221 01
590.4852 426.2569 01
353.0237 392.2757 04
547.3235 142.1533 01
428.0420 565.5879 01
294.8689 158.5038 02
708.3108 277.6214 03
653.5389 500.0419 01
324.4369 385.2221 04
407.3377 292.4781 01
690.4562 286.1553 03
321.3664 171.6193 02
279.6438 130.0915 02
387.9246 471.9052 01
490.6911 169.6132 01
687.1165 255.2280 03
625.2016 311.3743 03
578.2001 503.6933 01
768.1349 292.8637 01
479.1218 161.9550 01
677.0950 155.5526 01
627.0366 300.6919 03
505.6822 209.6875 01
323.6754 374.7396 04
383.8516 471.0807 01
249.9452 377.5183 04
518.0621 140.5998 01
723.0490 133.0182 01
688.3205 104.2886 01
374.8087 485.5274 01
614.2634 240.1867 03
455.4559 414.9015 04
298.1861 180.5620 02
399.7036 271.7021 01
520.2024 347.4161 01
494.2091 114.1570 01
755.5805 224.0709 01
173.9279 395.5537 04
137.8795 350.6466 04
484.0170 389.9121 01
581.6655 317.2224 03
464.9964 199.6511 01
95.6667 298.3105 04
305.2606 185.3969 02
191.4422 161.1723 02
485.7427 390.0300 01
586.2049 142.9179 01
563.2644 550.0422 01
427.0429 493.3829 01
207.6748 405.2883 04
639.7123 207.0041 03
452.7906 227.8975 01
797.9198 208.3322 01
479.8964 194.9903 01
557.6781 136.5419 01
638.9152 448.5609 01
406.5915 548.9614 01
669.8853 301.6593 03
216.4927 178.7026 02
666.1166 364.3483 03
472.6457 384.6457 01
671.2013 307.9925 03
345.1673 469.1563 01
626.7041 517.4803 01
192.6614 189.8679 02
349.9772 525.2218 01
316.0020 138.6432 02
607.8922 444.6209 01
518.4379 458.0994 04
486.0177 565.2301 01
337.6539 483.3395 01
580.7371 469.6557 01
780.7587 259.7300 01
732.0466 194.1502 01
657.4865 82.4308 01
468.0499 440.6600 04
475.9842 458.2795 04
459.1074 253.8172 01
240.0256 365.8314 04
181.7865 177.3274 02
226.8180 186.3755 02
750.2673 229.9956 01
150.3820 395.4870 04
233.5759 121.1182 02
653.4853 95.8629 01
455.4665 206.9775 01
594.9048 532.4374 01
232.5468 128.6517 02
98.1414 353.0564 04
485.3096 527.9730 01
570.5695 457.6552 01
450.9978 435.0167 04
323.6318 482.6622 01
491.1237 326.5926 01
774.4902 220.4400 01
368.6577 461.8464 01
95.3021 308.5795 04
199.7136 216.2914 02
369.5979 496.6375 01
626.1110 77.2756 01
202.5522 134.4356 02
499.1703 110.9986 01
490.9113 527.9045 01
602.0072 525.1020 01
484.7584 260.3605 01
555.7104 101.1873 01
588.8771 99.1427 01
485.9651 195.3113 01
372.7335 461.7415 01
415.3667 315.9089 01
466.3166 268.6789 01
181.3566 419.9389 04
588.4622 347.8857 03
366.4427 347.3055 04
741.7317 222.8356 01
468.2162 339.7695 01
730.2771 197.6872 01
461.7417 519.5992 01
737.3065 225.9312 01
231.7160 150.0830 02
640.9694 333.0887 03
300.7605 362.6808 04
692.2699 321.0650 03
563.3132 418.8940 01
675.9952 91.3604 01
289.1732 483.8923 01
290.0577 133.2097 02
491.0079 221.1931 01
370.8246 449.3996 01
456.3654 247.9365 01
535.8907 162.5547 01
611.2795 97.4788 01
522.6288 424.2470 01
793.3751 269.0083 01
781.6166 299.1632 01
525.1649 409.9129 01
472.2686 555.3803 01
297.1607 474.8656 01
771.1415 289.4930 01
612.4119 265.9415 03
771.9947 159.0795 01
105.9285 351.6005 04
504.3590 337.0420 01
311.7706 458.7336 01
647.8305 93.8135 01
649.5451 96.3533 01
553.0907 430.9691 01
639.3209 283.8059 03
361.1654 460.9761 01
193.5744 366.2670 04
333.5268 309.6721 04
488.1923 267.9929 01
634.2480 141.2855 01
571.1917 456.9868 01
509.0980 355.0724 01
197.3254 132.9963 02
628.9260 440.2305 01
697.6130 113.0755 01
606.2518 311.6879 03
203.4292 360.7433 04
421.2315 499.3649 01
400.8011 392.5478 04
477.4247 425.4003 04
358.6658 374.7624 04
477.8130 350.3931 01
430.6536 501.6220 01
187.3524 170.9643 02
579.6835 474.1812 01
269.3937 364.4785 04
313.4015 189.9836 02
477.3011 181.9238 01
511.1754 115.9523 01
485.3373 386.2987 01
139.0581 323.6076 04
629.2631 210.5670 03
313.9301 498.0632 01
211.5091 390.5827 04
587.1188 555.3427 01
510.1356 189.4927 01
635.4647 457.5706 01
523.6390 404.1138 01
199.2169 205.3481 02
797.6313 246.2819 01
710.7957 143.7472 01
263.3190 327.1181 04
683.7936 255.5121 03
121.4230 378.8188 04
801.3834 223.6204 01
370.6837 497.5953 01
624.6514 455.5855 01
247.1332 390.8811 04
326.3169 187.9761 02
592.7728 313.8090 03
467.9758 508.5354 01
314.2943 176.5830 02
592.3466 96.9996 01
405.4236 501.3026 01
226.6725 377.1064 04
685.5636 254.2345 03
131.1362 356.4163 04
424.4874 225.0156 01
562.6397 111.7232 01
507.4788 390.1398 01
236.5415 332.3520 04
417.4727 485.3202 01
324.1670 346.1240 04
485.4582 431.0417 04
409.2502 539.6282 01
409.5533 422.9227 04
663.8466 350.4051 03
113.3496 384.0483 04
603.4556 521.1128 01
485.1734 431.5693 04
673.0572 148.1191 01
638.1018 141.5679 01
784.3219 215.1240 01
559.7440 415.2057 01
492.9568 166.6216 01
476.2015 181.4065 01
650.7890 88.5038 01
237.4871 140.8681 02
591.9243 510.0799 01
577.2241 512.3576 01
651.4144 340.5796 03
609.3988 233.7388 03
472.7920 373.0378 01
269.3031 358.7680 04
310.9655 204.2331 02
252.6317 401.9773 04
590.1554 108.2627 01
504.3490 216.5450 01
201.9052 147.6575 02
102.8504 361.1991 04
727.2757 174.3927 01
296.2396 170.5736 02
759.3643 150.4577 01
405.5674 510.6224 01
446.6107 356.5199 01
693.9066 154.5572 01
476.0764 319.7431 01
288.5025 458.4597 01
795.8492 260.1485 01
455.2710 204.8723 01
462.8292 315.8678 01
412.7899 566.5549 01
147.7514 341.7686 04
469.9884 521.5093 01
473.0506 465.6250 04
237.9786 332.7130 04
337.4414 516.2999 01
383.8540 410.4632 04
206.3046 158.1638 02
790.9998 236.6348 01
106.0426 281.4357 04
448.8102 205.3700 01
95.1583 373.3867 04
631.4902 342.3952 03
759.7014 231.5051 01
710.7923 146.8097 01
562.9628 550.3549 01
390.4303 517.7038 01
494.5314 466.8337 04
678.8308 290.3999 03
771.9210 194.3033 01
627.5950 356.5734 03
447.3538 458.6873 04
775.9632 299.6664 01
589.0778 85.0334 01
306.4342 481.9809 01
537.5027 504.1756 01
464.5131 309.1469 01
282.4130 386.4435 04
314.9106 179.5747 02
417.9732 216.9836 01
455.3443 236.4895 01
471.8403 155.1388 01
314.7056 476.7924 01
586.9788 105.6186 01
291.0380 128.7809 02
270.0277 185.9885 02
381.0112 472.1302 01
536.6299 541.2398 01
460.0328 166.8009 01
346.2448 459.3520 01
469.6021 140.2713 01
636.5299 262.8409 03
401.5168 530.5041 01
584.9007 135.2754 01
776.4608 186.7915 01
570.1408 136.0973 01
258.8133 137.0489 02
423.0461 308.9698 01
488.1832 538.4025 01
791.9024 290.7018 01
341.1452 213.1644 02
557.0136 155.5047 01
225.9120 363.5039 04
523.9641 380.9946 01
570.4255 111.8680 01
699.9043 341.7195 03
660.9850 313.8762 03
628.2492 308.1148 03
669.7867 217.1946 03
505.8669 471.3782 04
770.4095 285.0090 01
283.9736 366.2026 04
604.7592 138.6109 01
523.9515 555.5106 01
401.2748 392.5588 04
678.2579 299.4619 03
749.7664 173.5555 01
526.7073 569.0760 01
721.4628 165.2761 01
637.6870 519.2219 01
437.1317 250.7912 01
774.7227 264.3955 01
386.4724 467.3601 01
460.6981 418.8059 04
294.4773 329.4517 04
575.8403 135.3708 01
712.0836 156.7431 01
437.8163 289.9050 01
476.4258 365.3019 01
569.3980 407.9195 01
144.0193 400.9676 04
477.4440 260.1088 01
235.2000 371.7315 04
495.1201 145.4126 01
790.5581 222.8097 01
483.9593 163.2948 01
134.1252 406.4528 04
339.8462 318.4841 04
510.9360 556.9252 01
324.8676 471.7086 01
532.4155 424.8425 01
481.9787 145.6558 01
320.1348 466.8868 01
185.7154 412.5310 04
702.1377 308.1398 03
118.8601 323.9818 04
370.3128 451.2399 01
433.2981 512.3686 01
479.9731 195.8274 01
548.3314 136.3994 01
596.1459 507.5384 01
302.0046 173.8927 02
266.2133 372.9894 04
647.3425 514.5808 01
482.2073 372.3065 01
406.0877 510.9560 01
574.0911 107.8726 01
438.4059 545.1219 01
301.6066 349.2583 04
481.5439 355.7640 01
306.6649 159.4657 02
660.2473 508.0139 01
572.7197 537.1853 01
549.9189 169.6438 01
314.2479 335.1219 04
582.5542 414.3895 01
225.1316 153.0334 02
581.4389 342.2659 03
565.9847 407.9442 01
683.0789 319.7712 03
779.6205 239.0478 01
308.9613 456.0866 01
478.0185 502.7369 01
484.0714 346.8404 01
437.0965 455.1408 04
603.4858 465.8035 01
476.4316 162.3895 01
549.0045 428.1612 01
107.3341 331.7121 04
94.2926 358.5477 04
463.3153 317.0685 01
698.0755 163.6575 01
637.8470 447.0467 01
778.6903 182.3365 01
212.0938 356.4846 04
294.9931 382.7343 04
693.5344 93.0121 01
343.0582 508.3012 01
307.1985 495.4657 01
628.6672 214.2439 03
330.6991 426.6420 01
590.8459 346.2827 03
157.6446 400.0972 04
118.8365 391.3984 04
461.1743 294.2943 01
605.3522 459.0701 01
346.7210 201.4008 02
395.7520 376.4588 04
334.3716 489.5759 01
604.0732 422.6135 01
157.8034 397.2189 04
326.1468 322.4150 04
787.5922 180.1304 01
762.9885 196.7156 01
794.4204 294.2839 01
422.5241 531.3517 01
659.4267 149.0518 01
520.9598 124.2643 01
555.9467 422.4497 01
562.1466 88.2499 01
451.4630 571.8571 01
417.6515 391.3704 04
469.0740 131.1403 01
806.0248 270.0692 01
675.8507 297.9699 03
103.4575 346.5276 04
476.7860 251.8116 01
326.6824 315.2634 04
748.1764 149.3166 01
452.8983 147.0032 01
146.7438 363.8428 04
593.5978 549.1539 01
407.4917 223.6177 01
92.8854 370.5531 04
758.1125 135.5853 01
346.3000 477.2681 01
448.5286 436.4645 04
688.2842 121.1624 01
606.3694 437.6313 01
672.1228 292.8433 03
208.0091 380.8337 04
466.1709 537.3679 01
431.9228 490.1094 01
508.0839 112.4677 01
515.5529 467.8447 04
133.9512 366.7459 04
463.7119 353.6740 01
115.1322 310.9028 04
384.5156 385.7885 04
299.9006 306.4141 04
600.0023 124.8389 01
296.6713 144.6656 02
641.3742 486.5301 01
605.3245 450.0686 01
256.4856 119.9881 02
519.5896 468.8794 04
714.5405 159.7393 01
748.0752 257.9321 01
645.5190 113.4653 01
684.3945 316.2565 03
115.4679 315.8633 04
288.2387 343.5991 04
307.6914 318.0672 04
585.0294 454.5293 01
445.9762 310.1507 01
655.1420 290.1500 03
263.8681 327.2693 04
323.5727 497.0492 01
590.2862 467.6060 01
626.8030 211.1035 03
210.7913 151.4470 02
610.4157 94.0023 01
294.2858 316.1017 04
654.3579 280.1224 03
602.5231 419.7053 01
257.7332 121.9601 02
599.4000 104.5643 01
400.3881 382.3705 04
210.5959 117.5967 02
594.9941 146.0971 01
327.4662 170.8282 02
313.0080 332.0191 04
644.7514 104.4410 01
596.2795 79.6350 01
595.6888 300.9647 03
434.7758 519.1077 01
296.4877 447.8996 01
257.4523 343.0384 04
654.0112 508.0306 01
446.6126 294.4080 01
289.6323 199.4304 02
311.4214 186.9989 02
771.9360 189.6403 01
464.5730 176.6156 01
503.1426 512.7242 01
698.5664 255.2680 03
558.4715 163.0080 01
202.3991 178.7059 02
461.4406 175.5756 01
724.7890 181.6177 01
651.2541 277.2117 03
445.3696 362.3408 01
730.0621 146.5331 01
477.7337 145.7546 01
454.0386 350.8518 01
386.0655 467.4742 01
645.5401 252.0414 03
120.2294 322.2704 04
204.0299 365.2353 04
567.8562 96.5925 01
520.7390 457.7369 04
357.8138 492.9991 01
804.8579 224.4117 01
484.1181 351.1542 01
513.0213 389.5115 01
460.0844 314.1883 01
621.3541 222.3021 03
295.4158 453.8203 01
663.8605 324.2481 03
502.3612 380.0527 01
344.2965 445.3512 01
388.5337 355.5385 04
614.4296 546.2616 01
369.7992 486.6936 01
238.2987 344.2460 04
295.5351 339.0215 04
733.1421 184.4542 01
635.8735 521.6512 01
317.5227 516.3883 01
489.1441 459.4251 04
481.5145 260.2330 01
265.5398 350.1896 04
330.3432 368.6147 04
620.5320 522.2789 01
356.9547 357.6353 04
496.5304 394.0735 01
548.5250 427.7715 01
522.3884 457.6811 04
113.5443 385.5565 04
417.9259 191.3157 01
603.9715 334.2376 03
402.2856 546.8017 01
98.5797 331.3638 04
156.7250 422.3933 04
425.5090 328.1526 01
654.0457 225.4097 03
523.9552 128.3324 01
732.2453 125.5631 01
289.2282 152.7623 02
808.0065 253.0847 01
624.5423 262.5072 03
815.7232 235.6274 01
563.5281 124.0102 01
292.1273 161.4044 02
138.8976 386.3468 04
624.4336 243.9086 03
378.6356 421.0828 04
680.6599 304.8260 03
636.1033 321.4982 03
248.5637 329.3337 04
318.5721 376.3647 04
503.5341 207.6269 01
650.8377 361.8909 03
330.8612 195.0567 02
340.8243 344.8763 04
434.6601 525.5719 01
511.2870 372.7754 01
578.8769 121.7568 01
425.5793 256.9519 01
469.2701 214.1700 01
294.8165 193.4932 02
293.6633 490.0344 01
357.7766 331.5371 04
240.8678 152.2474 02
574.4650 124.8248 01
326.5306 181.1972 02
521.5438 186.2247 01
436.2771 498.5864 01
453.4454 227.9411 01
491.6096 562.0090 01
683.1572 302.1811 03
424.3747 176.2674 01
390.3668 473.3189 01
257.4975 160.2160 02
473.1620 366.4376 01
419.2416 498.5345 01
598.8545 307.8080 03
434.5088 567.7151 01
123.1678 294.9542 04
571.3639 327.0664 03
635.8191 486.5864 01
571.7925 482.2170 01
685.0081 131.1588 01
613.6163 318.7762 03
150.3001 377.3490 04
658.0077 123.1039 01
439.5291 264.6435 01
635.1953 124.5244 01
281.2037 315.5221 04
769.2249 283.4186 01
344.4134 487.2658 01
472.4250 574.3626 01
324.6635 219.7808 02
748.0863 183.2390 01
513.5889 201.9243 01
688.6110 287.7519 03
331.9612 523.8096 01
569.1699 438.0792 01
294.0040 385.9257 04
510.8157 402.9085 01
540.0843 406.3249 01
346.1310 538.3358 01
499.1273 194.6424 01
265.9826 113.0543 02
663.6998 300.4735 03
152.9738 337.7020 04
709.6371 276.9112 03
580.2499 94.1448 01
120.9818 339.5845 04
475.0700 529.1919 01
591.2345 474.3620 01
602.6096 254.3020 03
659.4895 327.7593 03
134.9005 399.3487 04
783.5842 295.8281 01
437.7585 202.3355 01
704.9348 173.1587 01
458.1557 250.7058 01
371.3475 360.8176 04
230.5452 334.7318 04
125.4862 346.8128 04
451.9758 222.6925 01
625.1701 255.9532 03
491.7595 547.4728 01
689.8584 322.6013 03
633.1846 100.8386 01
416.8476 240.9806 01
659.3637 228.9472 03
530.8793 137.2037 01
443.8819 269.1369 01
804.2251 303.4613 01
510.8962 448.5428 04
610.2828 517.6219 01
674.8228 110.2369 01
334.8773 332.6746 04
472.0087 270.1097 01
557.8801 91.2453 01
694.3341 268.3322 03
369.6916 362.0798 04
625.4216 271.8516 03
545.2744 533.0046 01
471.7141 303.4330 01
335.4618 476.9165 01
291.9797 164.1063 02
460.4105 208.0917 01
408.9720 375.4860 04
499.7094 196.3854 01
225.6653 343.3581 04
491.4713 136.1608 01
629.1268 128.4547 01
492.8458 151.9977 01
305.3768 160.0193 02
430.3849 540.7052 01
132.4816 393.3563 04
386.2782 530.0690 01
270.6239 111.9441 02
570.5192 398.1513 01
682.7973 130.6719 01
342.7793 217.8678 02
208.8637 171.6030 02
605.6795 518.4698 01
293.8413 146.7567 02
567.1676 560.4632 01
273.7322 123.5933 02
542.8259 382.9825 01
736.7488 202.9910 01
545.6811 532.4571 01
186.1603 393.0979 04
255.3204 331.0742 04
335.5474 441.7370 01
683.4797 345.4326 03
604.1677 305.5744 03
328.4073 470.5991 01
690.2159 135.7401 01
448.0395 446.9285 04
815.4469 265.0818 01
492.2738 224.2698 01
364.5277 447.4828 01
633.7252 362.3206 03
635.4411 357.2498 03
423.0797 556.7545 01
343.4791 213.3771 02
448.7445 366.2602 01
659.5294 134.9543 01
692.1769 265.4074 03
648.1894 349.3025 03
467.8110 426.1119 04
463.2058 295.7065 01
560.7063 152.3108 01
533.8458 557.5814 01
595.4802 88.3682 01
213.1492 406.6200 04
537.9281 128.1524 01
818.8021 243.5293 01
428.3216 178.5111 01
207.5886 413.1613 04
589.2140 415.4273 01
675.9914 92.7364 01
613.6331 496.1817 01
